black box type,black box train accuracy,black box test accuracy,anchor precision threshold
RandomForestClassifier,1.0,1.0,0.75

anchors precision
,kmeans: ,1.0
,decile: ,1.0
,quartile: ,1.0
,entropy: ,1.0
,MDLP: ,1.0
""
anchors coverage
,kmeans: ,0.43
,decile: ,0.32
,quartile: ,0.44
,entropy: ,0.5
,MDLP: ,0.5
""
anchors prec*coverage
,kmeans: ,0.43
,decile: ,0.32
,quartile: ,0.44
,entropy: ,0.5
,MDLP: ,0.5
""
anchors size
,kmeans: ,1.0
,decile: ,1.0
,quartile: ,1.0
,entropy: ,1.0
,MDLP: ,1.0
""
time to compute anchors
,kmeans: ,106.69
,decile: ,120.14
,quartile: ,61.16
,entropy: ,39.3
,MDLP: ,39.24
""
dataset name,dataset size,dataset nb feature,Number of instances running
generate_blobs,15000,2,1000
